idx,AirQualityStation,no2,img_path,s5p_path,date_str,no2_norm,18.71056311
1408,06-073-0001,,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-1.423699817,
1409,06-073-0001,,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-1.423699817,
1410,06-073-0001,,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-1.423699817,
1411,06-073-0001,,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-1.423699817,
1412,06-073-0001,,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-1.423699817,
1413,06-073-0001,,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,-1.423699817,
1414,06-073-0001,,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,-1.423699817,
1415,06-073-0001,,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,-1.423699817,
1416,06-073-0001,27.00790261,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,0.6313503582,
1417,06-073-0001,19.5929186,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,0.06713904552,
1418,06-073-0001,17.00705097,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,-0.1296214286,
1419,06-073-0001,10.86016655,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,-0.5973421583,
1420,06-073-0001,5.812719239,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-0.9814059496,
1421,06-073-0001,4.902405375,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-1.050672367,
1422,06-073-0001,5.736520231,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.9872039853,
1423,06-073-0001,6.923163677,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-0.8969114566,
1424,06-073-0001,10.48390692,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,-0.6259720162,
1425,06-073-0001,22.55834602,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,0.2927804894,
1426,06-073-0001,24.7058587,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,0.4561862286,
1427,06-073-0001,28.02489025,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,0.7087336579,
1428,06-073-0001,28.96118859,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,0.7799772527,
1429,06-073-0001,24.40844608,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,0.4335558949,
1430,06-073-0001,12.3894897,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-0.4809748912,
1431,06-073-0001,8.420851695,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-0.7829513293,
1432,06-073-0001,7.47203083,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-0.8551477716,
1433,06-073-0001,6.748058903,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-0.9102353012,
1434,06-073-0001,6.337143662,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-0.9415021289,
1435,06-073-0001,7.696422232,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-0.8380736731,
1436,06-073-0001,16.96228646,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,-0.1330275914,
1437,06-073-0001,19.78719049,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,0.08192132884,
1438,06-073-0001,26.30006066,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,0.5774901694,
1439,06-073-0001,29.42808926,06-073-0001/S2B_MSIL2A_20210826T182919_N0301_R027_T11SMS_20210826T222949.npy,06-073-0001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,0.8155040507,
1440,06-095-0004,20.9508405,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,0.1704642713,
1441,06-095-0004,23.95347373,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,0.3989367307,
1442,06-095-0004,16.47434012,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,-0.1701557698,
1443,06-095-0004,8.435855411,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-0.781809686,
1444,06-095-0004,5.723445498,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-0.9881988509,
1445,06-095-0004,7.394824587,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-0.8610224486,
1446,06-095-0004,6.502491421,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-0.9289207025,
1447,06-095-0004,7.80608712,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-0.8297291952,
1448,06-095-0004,10.61207279,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-0.6162197859,
1449,06-095-0004,20.53400414,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,0.138746901,
1450,06-095-0004,35.04941866,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,1.243234932,
1451,06-095-0004,20.24440952,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,0.1167114444,
1452,06-095-0004,21.84793478,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,0.2387248014,
1453,06-095-0004,15.20406216,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,-0.2668121067,
1454,06-095-0004,14.38344802,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,-0.3292532096,
1455,06-095-0004,9.032764309,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,-0.736390471,
1456,06-095-0004,4.840538551,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-1.055379857,
1457,06-095-0004,6.927118876,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-0.8966105028,
1458,06-095-0004,6.211194639,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.9510856781,
1459,06-095-0004,7.473549203,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-0.8550322376,
1460,06-095-0004,10.53242633,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,-0.62228014,
1461,06-095-0004,24.01056312,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,0.4032807028,
1462,06-095-0004,26.72009364,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,0.6094507725,
1463,06-095-0004,18.96664241,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,0.01948525267,
1464,06-095-0004,20.30940785,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,0.1216572128,
1465,06-095-0004,23.8899439,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,0.3941027015,
1466,06-095-0004,11.73924707,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-0.5304523075,
1467,06-095-0004,6.781623044,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-0.9076813823,
1468,06-095-0004,5.046036803,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-1.039743352,
1469,06-095-0004,5.982379584,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-0.9684963754,
1470,06-095-0004,4.923608655,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-1.049058995,
1471,06-095-0004,8.060794796,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-0.8103483102,
1472,06-095-0004,11.69441742,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,-0.5338634263,
1473,06-095-0004,20.8428251,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,0.1622453041,
1474,06-095-0004,22.58454641,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,0.2947740949,
1475,06-095-0004,27.29128566,06-095-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-095-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,0.6529131721,
1476,53-033-0030,39.18587609,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,1.557980866,
1477,53-033-0030,37.58300467,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,1.43601726,
1478,53-033-0030,41.8992597,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,1.764444121,
1479,53-033-0030,34.95969215,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,1.236407579,
1480,53-033-0030,37.2625665,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,1.411634896,
1481,53-033-0030,32.37417973,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,1.039674132,
1482,53-033-0030,39.72293748,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,1.598846243,
1483,53-033-0030,46.79509783,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,2.136971864,
1484,53-033-0030,31.50442305,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,0.9734937389,
1485,53-033-0030,37.29436191,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,1.414054231,
1486,53-033-0030,38.54704116,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,1.509371471,
1487,53-033-0030,36.54617522,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,1.357124183,
1488,53-033-0030,44.22435605,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,1.941362326,
1489,53-033-0030,36.0067895,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,1.316081947,
1490,53-033-0030,39.54823248,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,1.585552817,
1491,53-033-0030,29.10919908,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,0.7912394744,
1492,53-033-0030,38.08617607,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,1.474303923,
1493,53-033-0030,28.6427175,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,0.7557445651,
1494,53-033-0030,29.40266378,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,0.8135694078,
1495,53-033-0030,32.23383959,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,1.028995553,
1496,53-033-0030,29.18671794,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,0.7971379382,
1497,53-033-0030,33.75706028,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,1.14489848,
1498,53-033-0030,31.1114229,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,0.9435900829,
1499,53-033-0030,36.5360365,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,1.356352721,
1500,53-033-0030,33.25621591,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,1.106788882,
1501,53-033-0030,36.50315718,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,1.35385091,
1502,53-033-0030,32.70138861,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,1.064571685,
1503,53-033-0030,24.17642757,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,0.4159014446,
1504,53-033-0030,24.71882492,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,0.4571728378,
1505,53-033-0030,20.9971555,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,0.1739884118,
1506,53-033-0030,23.25804903,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,0.3460213801,
1507,53-033-0030,25.18790657,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,0.4928655883,
1508,53-033-0030,40.51983402,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,1.659482657,
1509,53-033-0030,30.8786707,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,0.9258798055,
1510,53-033-0030,30.9662654,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,0.9325449477,
1511,53-033-0030,33.85726271,53-033-0030/S2A_MSIL2A_20200828T190921_N0214_R056_T10TET_20200828T233641.npy,53-033-0030/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,1.152522952,
1512,06-065-5001,22.38927459,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,0.279915726,
1513,06-065-5001,15.83715357,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,-0.2186397391,
1514,06-065-5001,10.95302161,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,-0.5902767519,
1515,06-065-5001,8.223955472,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-0.7979333004,
1516,06-065-5001,6.832153848,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-0.9038364581,
1517,06-065-5001,7.287419685,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-0.8691949625,
1518,06-065-5001,6.335852769,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-0.9416003539,
1519,06-065-5001,8.009878999,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-0.8142225288,
1520,06-065-5001,10.60944248,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-0.6164199279,
1521,06-065-5001,12.39325861,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,-0.4806881126,
1522,06-065-5001,21.27950299,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,0.1954724293,
1523,06-065-5001,22.60944994,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,0.2966690223,
1524,06-065-5001,24.12294419,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,0.4118318564,
1525,06-065-5001,18.0609248,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,-0.04943143315,
1526,06-065-5001,10.60127973,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,-0.6170410369,
1527,06-065-5001,9.009203843,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,-0.7381832033,
1528,06-065-5001,7.130669923,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-0.8811221615,
1529,06-065-5001,10.27393887,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-0.6419486318,
1530,06-065-5001,9.443967742,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.7051017146,
1531,06-065-5001,11.15285524,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-0.5750712715,
